 	Area	XM	YM	Circ.	AR	Round	Solidity
2316	7	275.929	667.643	0.800	2.408	0.415	0.737
2317	20	113.150	669.800	0.994	1.500	0.667	0.909
2318	2	184.500	668.000	1.000	2.000	0.500	1.000
2319	8	219.625	668.625	1.000	1.229	0.814	0.941
2320	3	328.167	669.167	1.000	1.464	0.683	0.857
2321	2	877.000	668.500	1.000	2.000	0.500	1.000
2322	6	148.000	670.500	1.000	1.500	0.667	1.000
2323	1	209.500	669.500	1.000	1.000	1.000	1.000
2324	4	103.000	671.000	1.000	1.000	1.000	1.000
2325	1	122.500	670.500	1.000	1.000	1.000	1.000
2326	11	175.591	672.136	1.000	1.372	0.729	0.957
2327	5	733.700	671.500	0.873	1.496	0.668	0.714
2328	3	819.500	670.500	0.967	3.000	0.333	1.000
2329	5	926.300	670.900	1.000	1.553	0.644	0.909
2330	3	445.833	671.833	1.000	1.464	0.683	0.857
2331	6	852.833	672.333	0.916	1.124	0.890	0.800
2332	2	407.500	673.000	1.000	2.000	0.500	1.000
2333	1	473.500	672.500	1.000	1.000	1.000	1.000
2334	8	519.500	673.000	0.820	2.392	0.418	0.889
2335	1	532.500	672.500	1.000	1.000	1.000	1.000
2336	4	716.000	673.000	1.000	1.000	1.000	1.000
2337	7	831.214	673.500	1.000	1.069	0.936	0.875
2338	3	862.833	672.833	1.000	1.464	0.683	0.857
2339	2	937.500	673.000	1.000	2.000	0.500	1.000
2340	5	157.900	674.300	1.000	1.553	0.644	0.909
2341	7	166.071	675.214	0.943	1.936	0.517	0.933
2342	4	201.750	675.500	0.857	1.468	0.681	0.800
2343	1	41.500	676.500	1.000	1.000	1.000	1.000
2344	3	131.833	677.167	1.000	1.464	0.683	0.857
2345	14	67.571	679.143	1.000	1.184	0.845	0.824
2346	9	297.500	678.500	1.000	1.000	1.000	1.000
2347	13	373.500	678.500	1.000	1.735	0.576	0.929
2348	3	811.500	677.500	0.967	3.000	0.333	1.000
2349	8	212.125	679.250	0.914	1.605	0.623	0.800
2350	2	219.000	678.500	1.000	2.000	0.500	1.000
2351	8	246.625	679.625	1.000	1.229	0.814	0.941
2352	1	765.500	678.500	1.000	1.000	1.000	1.000
2353	4	183.500	679.750	1.000	1.468	0.681	0.800
2354	4	496.500	679.750	1.000	1.468	0.681	0.800
2355	9	641.722	681.056	0.884	1.158	0.864	0.750
2356	4	730.250	680.250	0.857	2.000	0.500	0.800
2357	1	957.500	679.500	1.000	1.000	1.000	1.000
2358	13	173.885	682.115	1.000	1.159	0.863	0.897
2359	4	257.000	681.000	1.000	1.000	1.000	1.000
2360	1	723.500	680.500	1.000	1.000	1.000	1.000
2361	8	33.375	682.375	1.000	1.229	0.814	0.941
2362	1	112.500	681.500	1.000	1.000	1.000	1.000
2363	7	343.500	682.500	1.000	1.596	0.626	0.875
2364	5	714.700	682.500	0.873	1.496	0.668	0.714
2365	9	788.500	683.167	1.000	1.542	0.648	0.857
2366	4	856.000	682.000	1.000	1.000	1.000	1.000
2367	1	985.500	681.500	1.000	1.000	1.000	1.000
2368	2	288.500	683.000	1.000	2.000	0.500	1.000
2369	2	440.000	682.500	1.000	2.000	0.500	1.000
2370	4	478.000	683.000	1.000	1.000	1.000	1.000
2371	3	516.500	682.500	0.967	3.000	0.333	1.000
2372	8	159.125	684.250	0.914	1.605	0.623	0.800
2373	1	305.500	684.500	1.000	1.000	1.000	1.000
2374	2	403.000	684.500	1.000	2.000	0.500	1.000
2375	6	228.000	686.500	1.000	1.500	0.667	1.000
2376	3	270.833	686.167	1.000	1.464	0.683	0.857
2377	1	384.500	685.500	1.000	1.000	1.000	1.000
2378	6	39.500	687.000	1.000	1.500	0.667	1.000
2379	8	136.500	688.000	0.914	1.195	0.837	0.800
2380	13	324.808	688.577	0.922	1.145	0.874	0.812
2381	6	810.000	687.500	1.000	1.500	0.667	1.000
2382	9	55.389	688.611	0.923	1.343	0.745	0.857
2383	10	128.300	689.200	1.000	1.559	0.641	0.909
2384	6	209.500	689.000	0.686	1.675	0.597	0.667
2385	2	278.500	688.000	1.000	2.000	0.500	1.000
2386	11	368.409	688.318	0.976	1.772	0.564	0.846
2387	6	360.000	689.500	1.000	1.500	0.667	1.000
