 	Area	XM	YM	Circ.	AR	Round	Solidity
1804	2	67.500	447.000	1.000	2.000	0.500	1.000
1805	13	306.500	447.500	1.000	1.735	0.576	0.929
1806	5	418.700	446.900	1.000	1.553	0.644	0.909
1807	4	353.000	448.000	1.000	1.000	1.000	1.000
1808	7	83.500	450.786	1.000	1.069	0.936	0.875
1809	2	747.000	449.500	1.000	2.000	0.500	1.000
1810	3	181.833	451.167	1.000	1.464	0.683	0.857
1811	4	317.250	451.500	0.857	1.468	0.681	0.800
1812	14	328.786	451.643	0.811	1.710	0.585	0.778
1813	10	343.200	451.800	0.982	1.241	0.806	0.800
1814	11	373.136	451.409	1.000	1.372	0.729	0.957
1815	2	510.500	451.000	1.000	2.000	0.500	1.000
1816	8	1007.750	452.125	0.914	1.605	0.623	0.800
1817	12	547.417	453.167	0.931	1.451	0.689	0.774
1818	5	676.300	451.900	1.000	1.553	0.644	0.909
1819	7	359.786	453.500	1.000	1.069	0.936	0.875
1820	2	777.500	453.000	1.000	2.000	0.500	1.000
